plant_id,plant_name,owner,lat,lon,state,plant_age_years,municipality,address,category_steel_product,steel_products,subregion,subregion_name,co2e_tonnes_per_mwh,region,estimated_emissions_intensity_tonne_per_tonne,max_tonnes_of_steel_producible_annually,max_tonnes_of_steel_producible_weekly,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17,2021-07-24,2021-07-31,2021-08-07,2021-08-14,2021-08-21,2021-08-28,2021-09-04,2021-09-11,2021-09-18,2021-09-25,2021-10-02,2021-10-09,2021-10-16,2021-10-23,2021-10-30,2021-11-06,2021-11-13,2021-11-20,2021-11-27,2021-12-04,2021-12-11,2021-12-18,2021-12-25,2022-01-01
SUS00022,Nucor Steel Crawfordsville plant,Nucor Corp,39.976379, -86.830727,Indiana,34.0,Crawfordsville,"4537 South Nucor Road, Crawfordsville, Indiana 47933, United States",finished rolled,sheet,RFCW,RFC West,0.735,Great Lakes,0.522,2304000,44307.692,31302.862,32344.554,31979.962,31667.454,31198.692,31198.692,33177.908,32500.808,31719.539,32657.062,32292.469,32136.216,31771.623,32448.723,31407.031,31823.708,32084.131,32032.046,32084.131,32344.554,33073.739,33646.67,32657.062,33021.654,33594.585,33750.839,33438.331,32917.485,33438.331,32917.485,33386.247,33229.993,33125.823,33229.993,33855.008,33229.993,33386.247,33855.008,33802.924,33229.993,33282.077,33073.739,32188.3,31875.792,32240.385,32136.216,32552.893,32188.3,32344.554,32240.385,33125.823,32761.231
SUS00056,Steel Dynamics Engineered Bar Products steel plant,Steel Dynamics Inc,39.875508, -86.484214,Indiana,19.0,Pittsboro,"8000 North County Road 225 East , Pittsboro, Indiana 46167-9094",finished rolled,finished bars; round bars; round-corner squares,RFCW,RFC West,0.735,Great Lakes,0.522,725000,13942.308,9850.076,10177.865,10063.139,9964.802,9817.297,9817.297,10440.097,10227.034,9981.192,10276.202,10161.476,10112.307,9997.581,10210.644,9882.855,10013.971,10095.918,10079.528,10095.918,10177.865,10407.318,10587.602,10276.202,10390.929,10571.213,10620.381,10522.044,10358.15,10522.044,10358.15,10505.655,10456.486,10423.707,10456.486,10653.16,10456.486,10505.655,10653.16,10636.771,10456.486,10472.876,10407.318,10128.697,10030.36,10145.086,10112.307,10243.423,10128.697,10177.865,10145.086,10423.707,10308.981
SUS00059,NLMK Indiana steel plant,NLMK Indiana LLC,41.625912, -87.159989,Indiana,31.0,Portage,"6500 S Boundary Rd, Portage, IN 46368, United States",finished rolled,"hot rolled, hot rolled pickle & oil, high carbon & alloy hot rolled",RFCW,RFC West,0.735,Great Lakes,0.522,770000,14807.692,10461.46,10809.595,10687.748,10583.307,10426.646,10426.646,11088.103,10861.815,10600.714,10914.035,10792.188,10739.968,10618.121,10844.408,10496.273,10635.527,10722.561,10705.154,10722.561,10809.595,11053.289,11244.764,10914.035,11035.883,11227.357,11279.577,11175.137,11001.069,11175.137,11001.069,11157.73,11105.51,11070.696,11105.51,11314.391,11105.51,11157.73,11314.391,11296.984,11105.51,11122.916,11053.289,10757.375,10652.934,10774.781,10739.968,10879.222,10757.375,10809.595,10774.781,11070.696,10948.849
SUS00017,SSAB Americas Iowa steel plant,SSAB Americas Holding AB,41.482009, -90.820921,Iowa,26.0,Muscatine,"1770 Bill Sharp Boulevard, Muscatine, Iowa 52761, United States",semi-finished,"heavy plate, coil",MROW,MRO West,0.884,Midwest,0.627,1250000,24038.462,14057.895,14669.108,14439.903,14210.698,13905.092,14439.903,13981.493,13828.69,13675.887,13905.092,14057.895,14439.903,14057.895,13370.28,13981.493,14439.903,14134.296,13752.288,14287.1,14057.895,14287.1,14745.509,14974.714,14821.911,14974.714,15433.124,14592.706,15203.919,15280.32,15203.919,14974.714,15433.124,15356.722,15127.517,14745.509,15585.927,15662.328,15433.124,14974.714,14592.706,14898.312,15356.722,15585.927,15203.919,15509.525,15662.328,15203.919,15356.722,15738.73,15356.722,15127.517,15051.116
SUS00019,North American Stainless steel plant,North American Stainless Inc,38.725418, -85.076015,Kentucky,33.0,Ghent,"6870 Highway 42 East, Ghent, Kentucky, 41045-9615, United States",finished rolled,stainless flat and long products,SRTV,SERC Tennessee Valley,0.725,Midwest,0.515,1600000,30769.231,17994.105,18776.458,18483.075,18189.693,17798.517,18483.075,17896.311,17700.723,17505.135,17798.517,17994.105,18483.075,17994.105,17113.959,17896.311,18483.075,18091.899,17602.929,18287.487,17994.105,18287.487,18874.252,19167.634,18972.046,19167.634,19754.398,18678.664,19461.016,19558.81,19461.016,19167.634,19754.398,19656.604,19363.222,18874.252,19949.986,20047.78,19754.398,19167.634,18678.664,19069.84,19656.604,19949.986,19461.016,19852.192,20047.78,19461.016,19656.604,20145.574,19656.604,19363.222,19265.428
SUS00029,Nucor Steel Gallatin plant,Nucor Corp,38.759878, -84.996204,Kentucky,28.0,Ghent,"4831 U.S. Hwy 42 W, Ghent, Kentucky 41405, United States",finished rolled,hot-rolled coils,SRTV,SERC Tennessee Valley,0.725,Midwest,0.515,1452000,27923.077,16329.65,17039.635,16773.391,16507.147,16152.154,16773.391,16240.902,16063.406,15885.91,16152.154,16329.65,16773.391,16329.65,15530.918,16240.902,16773.391,16418.399,15974.658,16595.895,16329.65,16595.895,17128.383,17394.628,17217.132,17394.628,17927.116,16950.887,17660.872,17749.62,17660.872,17394.628,17927.116,17838.368,17572.124,17128.383,18104.613,18193.361,17927.116,17394.628,16950.887,17305.88,17838.368,18104.613,17660.872,18015.864,18193.361,17660.872,17838.368,18282.109,17838.368,17572.124,17483.376
SUS00067,Gerdau Monroe steel plant,Gerdau Steel North America Inc,41.894229, -83.358697,Michigan,43.0,Monroe,"3000 E Front St, Monroe, MI 48161, United States",semi-finished; finished rolled,unknown,RFCM,RFC Michigan,0.744,Great Lakes,0.529,771000,14826.923,10475.046,10823.633,10701.628,10597.052,10440.187,10440.187,11102.503,10875.921,10614.481,10928.209,10806.204,10753.916,10631.91,10858.492,10509.905,10649.34,10736.487,10719.057,10736.487,10823.633,11067.644,11259.367,10928.209,11050.215,11241.938,11294.226,11189.65,11015.356,11189.65,11015.356,11172.221,11119.932,11085.074,11119.932,11329.085,11119.932,11172.221,11329.085,11311.655,11119.932,11137.362,11067.644,10771.345,10666.769,10788.775,10753.916,10893.351,10771.345,10823.633,10788.775,11085.074,10963.068
SUS00042,Steel Dynamics Columbus plant,Steel Dynamics Inc,33.447580, -88.572683,Mississippi,16.0,Columbus,"1945 Airport Road / P.O. Box 1467, Columbus, Mississippi 39701, United States",semi-finished; finished rolled,"structurals, rail",SRTV,SERC Tennessee Valley,0.725,Southern,0.515,3400000,65384.615,56486.096,56162.857,55920.427,57375.005,57213.385,58587.153,56566.906,57779.054,59799.301,59395.252,58506.343,57536.625,59960.921,59799.301,60364.97,60122.54,61092.259,60849.829,61981.167,61577.118,64082.224,63597.365,64163.034,63274.125,63435.745,62385.217,64971.132,64890.323,64809.513,65860.041,64809.513,64567.083,65860.041,65536.802,62304.407,63516.555,62708.456,63516.555,62546.836,62061.977,63678.175,63193.315,63112.506,62708.456,63193.315,63597.365,62061.977,60445.78,60122.54,60203.35,58021.484,57132.575
SUS00026,Nucor Steel Norfolk plant,Nucor Corp,42.078908, -97.360854,Nebraska,44.0,Norfolk,"2911 East Nucor Road, Norfolk, Nebraska 68701, United States",finished rolled,bar; engineered bar,MROW,MRO West,0.884,Midwest,0.627,1134000,21807.692,12753.322,13307.814,13099.88,12891.945,12614.699,13099.88,12684.011,12545.387,12406.764,12614.699,12753.322,13099.88,12753.322,12129.518,12684.011,13099.88,12822.634,12476.076,12961.257,12753.322,12961.257,13377.126,13585.06,13446.437,13585.06,14000.93,13238.503,13792.995,13862.307,13792.995,13585.06,14000.93,13931.618,13723.684,13377.126,14139.553,14208.864,14000.93,13585.06,13238.503,13515.749,13931.618,14139.553,13792.995,14070.241,14208.864,13792.995,13931.618,14278.176,13931.618,13723.684,13654.372
SUS00074,CMC Steel New Jersey plant,Commercial Metals Co,40.478824, -74.321187,New Jersey,29.0,Sayreville,"1 Crossman Road North, Sayreville, NJ 08872, United States",finished rolled,rebar; rounds,RFCE,RFC East,0.505,North East,0.358,653000,12557.692,8765.71,8935.369,8652.604,8426.392,8313.286,8765.71,8652.604,8765.71,8878.816,8709.157,9274.687,9387.793,8991.922,8709.157,9274.687,9387.793,9048.475,8482.945,8539.498,8256.733,8313.286,7860.863,8087.074,8539.498,7691.204,8143.627,7860.863,8256.733,8426.392,8822.263,8935.369,8878.816,8426.392,8596.051,10009.875,9840.216,9953.322,9727.11,10009.875,10236.087,10122.981,9953.322,10066.428,9953.322,10009.875,9896.769,9614.005,9274.687,9557.452,9387.793,10179.534,10349.193
SUS00024,Nucor Steel Hertford plant,Nucor Corp,36.353006, -76.811471,North Carolina,23.0,Cofield,"1505 River Road, Cofield, North Carolina 27922, United States",semi-finished,plate,SRVC,SERC Virginia/Carolina,0.538,Southern,0.382,1542000,29653.846,25618.106,25471.508,25361.559,26021.252,25947.953,26570.997,25654.756,26204.501,27120.742,26937.494,26534.347,26094.552,27194.041,27120.742,27377.289,27267.34,27707.136,27597.187,28110.282,27927.034,29063.173,28843.275,29099.823,28696.677,28769.976,28293.531,29466.319,29429.67,29393.02,29869.466,29393.02,29283.071,29869.466,29722.867,28256.881,28806.626,28440.129,28806.626,28366.83,28146.932,28879.925,28660.027,28623.378,28440.129,28660.027,28843.275,28146.932,27413.939,27267.34,27303.99,26314.449,25911.303
SUS00038,Republic Steel Canton plant,Republic Steel,40.804114, -81.334002,Ohio,137.0,Canton,"3707 Georgetown St. N.E., Canton, Ohio 44704-2625, United States",semi-finished; finished rolled,"hot-rolled bars, hot-rolled coils, cold finished bars, ingots, rod, wire",RFCW,RFC West,0.735,North East,0.522,1092000,21000,14658.737,14942.455,14469.592,14091.302,13902.157,14658.737,14469.592,14658.737,14847.882,14564.165,15509.89,15699.035,15037.027,14564.165,15509.89,15699.035,15131.6,14185.875,14280.447,13807.585,13902.157,13145.577,13523.867,14280.447,12861.86,13618.44,13145.577,13807.585,14091.302,14753.31,14942.455,14847.882,14091.302,14375.02,16739.332,16455.615,16644.76,16266.47,16739.332,17117.622,16928.477,16644.76,16833.905,16644.76,16739.332,16550.187,16077.325,15509.89,15982.752,15699.035,17023.05,17306.767
SUS00045,Timken Faircrest steel plant,TimkenSteel Corp,40.755388, -81.439369,Ohio,106.0,Canton,"4511 Faircrest St. SW, Canton, Ohio 44706, United States",semi-finished; finished rolled,"steel bar, billet, tubing, gears",RFCW,RFC West,0.735,North East,0.522,1200000,23076.923,16108.502,16420.28,15900.651,15484.947,15277.096,16108.502,15900.651,16108.502,16316.354,16004.577,17043.835,17251.686,16524.206,16004.577,17043.835,17251.686,16628.131,15588.873,15692.799,15173.17,15277.096,14445.689,14861.393,15692.799,14133.912,14965.318,14445.689,15173.17,15484.947,16212.428,16420.28,16316.354,15484.947,15796.725,18394.87,18083.093,18290.945,17875.241,18394.87,18810.574,18602.722,18290.945,18498.796,18290.945,18394.87,18187.019,17667.39,17043.835,17563.464,17251.686,18706.648,19018.425
SUS00070,Charter Steel Cleveland plant,Charter Manufacturing Company Inc,41.443147, -81.659911,Ohio,17.0,Cuyahoga Heights,"4300 East 49th Street, Cuyahoga Heights, OH 44125, United States",semi-finished; finished rolled,special bar quality; rod; wire; billets,RFCW,RFC West,0.735,Great Lakes,0.522,635000,12211.538,8627.308,8914.406,8813.922,8727.792,8598.598,8598.598,9144.085,8957.471,8742.147,9000.536,8900.051,8856.986,8756.502,8943.116,8656.018,8770.857,8842.632,8828.277,8842.632,8914.406,9115.375,9273.279,9000.536,9101.02,9258.924,9301.989,9215.86,9072.31,9215.86,9072.31,9201.505,9158.44,9129.73,9158.44,9330.699,9158.44,9201.505,9330.699,9316.344,9158.44,9172.795,9115.375,8871.341,8785.212,8885.696,8856.986,8971.826,8871.341,8914.406,8885.696,9129.73,9029.246
SUS00020,BlueScope North Star Steel plant,North Star BlueScope Steel LLC,41.568783, -84.048129,Ohio,27.0,Delta,"6767 County Road 9, Delta, Ohio 43515, United States",finished rolled,hot-rolled steel coils,RFCM,RFC Michigan,0.744,Great Lakes,0.529,2183000,41980.769,29658.918,30645.903,30300.458,30004.363,29560.219,29560.219,31435.492,30793.951,30053.712,30941.999,30596.554,30448.506,30103.061,30744.602,29757.616,30152.411,30399.157,30349.808,30399.157,30645.903,31336.793,31879.635,30941.999,31287.444,31830.286,31978.334,31682.238,31188.746,31682.238,31188.746,31632.889,31484.841,31386.143,31484.841,32077.033,31484.841,31632.889,32077.033,32027.683,31484.841,31534.19,31336.793,30497.856,30201.76,30547.205,30448.506,30843.301,30497.856,30645.903,30547.205,31386.143,31040.698
SUS00054,Cleveland-Cliffs Mansfield Works,Cleveland-Cliffs Inc,40.790123, -82.526239,Ohio,99.0,Mansfield,"913 Bowman Street, Mansfield, OH 44903",semi-finished; finished rolled,"Semi-finished hot bands, high chrome ferritic, martensitic stainless steels",RFCW,RFC West,0.735,Midwest,0.522,600000,11538.462,6747.789,7041.172,6931.153,6821.135,6674.444,6931.153,6711.117,6637.771,6564.426,6674.444,6747.789,6931.153,6747.789,6417.735,6711.117,6931.153,6784.462,6601.098,6857.808,6747.789,6857.808,7077.844,7187.863,7114.517,7187.863,7407.899,7004.499,7297.881,7334.554,7297.881,7187.863,7407.899,7371.227,7261.208,7077.844,7481.245,7517.918,7407.899,7187.863,7004.499,7151.19,7371.227,7481.245,7297.881,7444.572,7517.918,7297.881,7371.227,7554.59,7371.227,7261.208,7224.535
SUS00018,JSW Steel USA Ohio plant,Jsw Steel USA Ohio Inc,40.314891, -80.605553,Ohio,5.0,Mingo Junction,"1500 Commercial Avenue, Mingo Junction, Ohio 43938, United States",finished rolled,hot rolled coils,RFCW,RFC West,0.735,North East,0.522,1500000,28846.154,20135.628,20525.35,19875.813,19356.184,19096.37,20135.628,19875.813,20135.628,20395.443,20005.721,21304.793,21564.608,20655.257,20005.721,21304.793,21564.608,20785.164,19486.092,19615.999,18966.462,19096.37,18057.112,18576.741,19615.999,17667.39,18706.648,18057.112,18966.462,19356.184,20265.535,20525.35,20395.443,19356.184,19745.906,22993.588,22603.866,22863.681,22344.052,22993.588,23513.217,23253.403,22863.681,23123.495,22863.681,22993.588,22733.774,22084.237,21304.793,21954.33,21564.608,23383.31,23773.032
SUS00057,Vallourec Star Youngstown steel plant,Vallourec Star LP,41.125495, -80.683382,Ohio,38.0,Youngstown,"2669 Martin Luther King Jr. Blvd, Youngstown, OH 44510-1033, USA",finished rolled,pipes,RFCW,RFC West,0.735,North East,0.522,694000,13346.154,9316.084,9496.395,9195.876,8955.461,8835.254,9316.084,9195.876,9316.084,9436.291,9255.98,9857.018,9977.225,9556.499,9255.98,9857.018,9977.225,9616.603,9015.565,9075.669,8775.15,8835.254,8354.424,8594.839,9075.669,8174.112,8654.942,8354.424,8775.15,8955.461,9376.188,9496.395,9436.291,8955.461,9135.773,10638.367,10458.055,10578.263,10337.848,10638.367,10878.782,10758.574,10578.263,10698.471,10578.263,10638.367,10518.159,10217.64,9857.018,10157.537,9977.225,10818.678,10998.989
SUS00068,Cascade Steel Rolling Mills,Cascade Steel Rolling Mills Inc,45.228035, -123.163599,Oregon,55.0,McMinnville,"3200 NE Highway 99W, McMinnville, OR 97128 US",semi-finished; finished rolled,"billets, rebar, wire rod",NWPP,WECC Northwest,0.694,Western,0.493,860000,16538.462,13265.141,13644.145,13075.639,13644.145,13075.639,14212.651,13644.145,14023.149,13265.141,11938.627,11559.623,14402.153,13454.643,13075.639,13833.647,13454.643,13454.643,14402.153,14781.157,15160.161,14023.149,14212.651,14023.149,14591.655,13833.647,14402.153,14402.153,14970.659,14212.651,14023.149,14212.651,13833.647,14402.153,14023.149,14212.651,15160.161,14402.153,13265.141,14402.153,15160.161,15349.663,14402.153,14970.659,14781.157,14212.651,14591.655,14212.651,14402.153,14781.157,14023.149,13265.141,13075.639
SUS00007,Cleveland-Cliffs Coatesville steel plant,Cleveland-Cliffs Inc,39.977819, -75.824512,Pennsylvania,213.0,Coatesville,"139 Modena Road, Coatesville, PA 19230, United States",semi-finished; finished rolled,"steel plate, high-strength low alloy, commercial alloy, military alloy, flame-cut",RFCE,RFC East,0.505,North East,0.358,800000,15384.615,10739.002,10946.853,10600.434,10323.298,10184.731,10739.002,10600.434,10739.002,10877.569,10669.718,11362.557,11501.124,11016.137,10669.718,11362.557,11501.124,11085.421,10392.582,10461.866,10115.447,10184.731,9630.459,9907.595,10461.866,9422.608,9976.879,9630.459,10115.447,10323.298,10808.285,10946.853,10877.569,10323.298,10531.15,12263.247,12055.395,12193.963,11916.828,12263.247,12540.382,12401.815,12193.963,12332.531,12193.963,12263.247,12124.679,11778.26,11362.557,11708.976,11501.124,12471.099,12678.95
SUS00002,Cleveland-Cliffs Butler steel plant,Cleveland-Cliffs Inc,40.845524, -79.921452,Pennsylvania,115.0,Lyndora,"1 Armco Dr, Lyndora, PA 16045-1065, United States",semi-finished; finished rolled,"flat-rolled electrical steels, stainless steels, stainless and carbon semi-finished
slabs",RFCE,RFC East,0.505,North East,0.358,1000000,19230.769,13423.752,13683.567,13250.542,12904.123,12730.913,13423.752,13250.542,13423.752,13596.962,13337.147,14203.196,14376.405,13770.171,13337.147,14203.196,14376.405,13856.776,12990.728,13077.333,12644.308,12730.913,12038.074,12384.494,13077.333,11778.26,12471.099,12038.074,12644.308,12904.123,13510.357,13683.567,13596.962,12904.123,13163.937,15329.059,15069.244,15242.454,14896.034,15329.059,15675.478,15502.268,15242.454,15415.664,15242.454,15329.059,15155.849,14722.825,14203.196,14636.22,14376.405,15588.873,15848.688
SUS00008,Cleveland-Cliffs Steelton steel plant,Cleveland-Cliffs Inc,40.230720, -76.838506,Pennsylvania,157.0,Steelton,"215 S. Front St., Steelton, PA 17113, United States",semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,0.505,North East,0.358,1000000,19230.769,13423.752,13683.567,13250.542,12904.123,12730.913,13423.752,13250.542,13423.752,13596.962,13337.147,14203.196,14376.405,13770.171,13337.147,14203.196,14376.405,13856.776,12990.728,13077.333,12644.308,12730.913,12038.074,12384.494,13077.333,11778.26,12471.099,12038.074,12644.308,12904.123,13510.357,13683.567,13596.962,12904.123,13163.937,15329.059,15069.244,15242.454,14896.034,15329.059,15675.478,15502.268,15242.454,15415.664,15242.454,15329.059,15155.849,14722.825,14203.196,14636.22,14376.405,15588.873,15848.688
SUS00076,CMC South Carolina steel plant,Commercial Metals Co,33.962272, -81.052011,South Carolina,31.0,Cayce,"310 New State Rd., Cayce, SC 29033, United States",finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds; squares,SRVC,SERC Virginia/Carolina,0.538,Southern,0.382,776000,14923.077,12892.121,12818.346,12763.015,13095.001,13058.114,13371.656,12910.565,13187.219,13648.311,13556.093,13353.212,13131.888,13685.198,13648.311,13777.417,13722.086,13943.41,13888.079,14146.29,14054.072,14625.825,14515.163,14644.269,14441.389,14478.276,14238.508,14828.706,14810.262,14791.818,15031.586,14791.818,14736.487,15031.586,14957.811,14220.065,14496.72,14312.283,14496.72,14275.396,14164.734,14533.607,14422.945,14404.501,14312.283,14422.945,14515.163,14164.734,13795.86,13722.086,13740.529,13242.55,13039.67
SUS00023,Nucor Steel Darlington plant,Nucor Corp,34.375628, -79.895165,South Carolina,54.0,Darlington,"300 Steel Mill Road, Darlington, South Carolina 29540, United States",finished rolled,bar; engineered bar; cold finish,SRVC,SERC Virginia/Carolina,0.538,Southern,0.382,907000,17442.308,15068.497,14982.268,14917.596,15305.626,15262.512,15628.985,15090.054,15413.412,15952.343,15844.557,15607.427,15348.741,15995.457,15952.343,16103.243,16038.572,16297.258,16232.587,16534.388,16426.602,17094.876,16965.532,17116.433,16879.303,16922.418,16642.174,17332.005,17310.448,17288.891,17569.134,17288.891,17224.219,17569.134,17482.906,16620.617,16943.975,16728.403,16943.975,16685.288,16555.945,16987.09,16857.746,16836.189,16728.403,16857.746,16965.532,16555.945,16124.801,16038.572,16060.129,15478.084,15240.955
SUS00021,Nucor Steel Berkeley plant,Nucor Corp,33.004319, -79.880955,South Carolina,27.0,Huger,"1455 Hagan Avenue, Huger, South Carolina 29450, United States",finished rolled,beam; sheet,SRVC,SERC Virginia/Carolina,0.538,Southern,0.382,2956000,56846.154,49109.677,48828.649,48617.877,49882.504,49741.99,50936.36,49179.934,50233.79,51990.216,51638.931,50866.103,50023.018,52130.73,51990.216,52482.015,52271.244,53114.329,52903.557,53887.156,53535.871,55713.839,55292.297,55784.096,55011.269,55151.783,54238.441,56486.667,56416.41,56346.153,57259.494,56346.153,56135.382,57259.494,56978.466,54168.184,55222.04,54519.47,55222.04,54378.955,53957.413,55362.554,54941.012,54870.755,54519.47,54941.012,55292.297,53957.413,52552.272,52271.244,52341.501,50444.561,49671.733
SUS00077,CMC Tennessee steel plant,Commercial Metals Co,35.978104, -83.956572,Tennessee,23.0,Knoxville,"1919 Tennessee Avenue, Knoxville, TN 37921, United States",finished rolled,rebar,SRTV,SERC Tennessee Valley,0.725,Southern,0.515,544000,10461.538,9037.775,8986.057,8947.268,9180.001,9154.142,9373.944,9050.705,9244.649,9567.888,9503.24,9361.015,9205.86,9593.747,9567.888,9658.395,9619.606,9774.761,9735.973,9916.987,9852.339,10253.156,10175.578,10266.085,10123.86,10149.719,9981.635,10395.381,10382.452,10369.522,10537.607,10369.522,10330.733,10537.607,10485.888,9968.705,10162.649,10033.353,10162.649,10007.494,9929.916,10188.508,10110.93,10098.001,10033.353,10110.93,10175.578,9929.916,9671.325,9619.606,9632.536,9283.437,9141.212
SUS00027,Nucor Steel Memphis plant,Nucor Steel Memphis Inc,35.048395, -90.163033,Tennessee,15.0,Memphis,"3601 Paul R. Lowry Road, Memphis, Tennessee 38109, United States",finished rolled,bar; engineered bar,SRTV,SERC Tennessee Valley,0.725,Southern,0.515,891000,17134.615,14802.68,14717.972,14654.441,15035.626,14993.272,15353.28,14823.857,15141.511,15670.934,15565.05,15332.103,15077.98,15713.288,15670.934,15819.173,15755.642,16009.765,15946.235,16242.712,16136.827,16793.312,16666.251,16814.489,16581.543,16623.897,16348.597,17026.259,17005.082,16983.905,17259.205,16983.905,16920.374,17259.205,17174.497,16327.42,16645.074,16433.304,16645.074,16390.95,16263.889,16687.428,16560.366,16539.189,16433.304,16560.366,16666.251,16263.889,15840.35,15755.642,15776.819,15205.042,14972.096
SUS00058,Optimus Steel Beaumont plant,Optimus Steel LLC,30.08201, -94.074694,Texas,47.0,Beaumont,"PO BOX 3869, Beaumont, TX 77704, United States",semi-finished; finished rolled,wire rods; coiled rebar; billets,SRMV,SERC Mississippi Valley,0.481,Southern,0.341,700000,13461.538,11629.49,11562.941,11513.029,11812.501,11779.226,12062.061,11646.128,11895.688,12311.621,12228.434,12045.424,11845.776,12344.895,12311.621,12428.082,12378.17,12577.818,12527.906,12760.829,12677.642,13193.399,13093.575,13210.036,13027.026,13060.3,12844.015,13376.41,13359.772,13343.135,13559.42,13343.135,13293.223,13559.42,13492.871,12827.378,13076.938,12910.565,13076.938,12877.29,12777.466,13110.212,13010.388,12993.751,12910.565,13010.388,13093.575,12777.466,12444.719,12378.17,12394.807,11945.6,11762.589
SUS00031,Nucor Steel Jewett plant,Nucor Corp,31.351853, -96.165436,Texas,48.0,Jewett,"8812 Highway 79 West, Jewett, Texas 75846, United States",finished rolled,bar,SRMV,SERC Mississippi Valley,0.481,Southern,0.341,907000,17442.308,15068.497,14982.268,14917.596,15305.626,15262.512,15628.985,15090.054,15413.412,15952.343,15844.557,15607.427,15348.741,15995.457,15952.343,16103.243,16038.572,16297.258,16232.587,16534.388,16426.602,17094.876,16965.532,17116.433,16879.303,16922.418,16642.174,17332.005,17310.448,17288.891,17569.134,17288.891,17224.219,17569.134,17482.906,16620.617,16943.975,16728.403,16943.975,16685.288,16555.945,16987.09,16857.746,16836.189,16728.403,16857.746,16965.532,16555.945,16124.801,16038.572,16060.129,15478.084,15240.955
SUS00014,Gerdau Midlothian Steel Mill,Gerdau Long Steel North America,32.457544, -97.034246,Texas,53.0,Midlothian,"300 Ward Road, 76065 Midlothian, Texas, United States",semi-finished; finished rolled,bantam beams; channels; H piling; MC channels; rail ties; rebar; rounds; S beams; sheet pile; wide flange beams,ERCT,ERCOT All,0.571,Southern,0.405,1786000,34346.154,29671.814,29502.018,29374.672,30138.753,30053.855,30775.487,29714.263,30350.997,31412.221,31199.976,30733.038,30223.651,31497.119,31412.221,31709.364,31582.017,32091.404,31964.057,32558.343,32346.098,33662.015,33407.322,33704.464,33237.526,33322.424,32770.587,34128.954,34086.505,34044.056,34595.892,34044.056,33916.709,34595.892,34426.096,32728.138,33364.873,32940.383,33364.873,32855.485,32600.792,33449.771,33195.077,33152.628,32940.383,33195.077,33407.322,32600.792,31751.813,31582.017,31624.466,30478.344,30011.406
SUS00012,CMC Steel Texas plant,Commercial Metals Co,29.577459, -98.032017,Texas,41.0,Seguin,"1 Steel Mill Dr., Seguin, Texas 78155, United States",finished rolled,equal angles; unequal angles; flats; channels; rebar; rounds,ERCT,ERCOT All,0.571,Southern,0.405,943000,18134.615,15666.585,15576.934,15509.695,15913.126,15868.301,16249.319,15688.998,16025.191,16585.512,16473.448,16226.906,15957.952,16630.338,16585.512,16742.402,16675.163,16944.118,16876.879,17190.659,17078.595,17773.393,17638.916,17795.806,17549.265,17594.09,17302.723,18019.935,17997.522,17975.109,18266.476,17975.109,17907.87,18266.476,18176.825,17280.31,17616.503,17392.375,17616.503,17347.549,17213.072,17661.329,17526.852,17504.439,17392.375,17526.852,17638.916,17213.072,16764.815,16675.163,16697.576,16092.429,15845.888
SUS00034,Nucor Steel Plymouth plant,Nucor Corp,41.882789, -112.196743,Utah,42.0,Plymouth,"7285 W 21200 N West Cemetery Road, Plymouth, Utah 84330, United States",finished rolled,bar,NWPP,WECC Northwest,0.694,Western,0.493,908000,17461.538,14005.521,14405.679,13805.442,14405.679,13805.442,15005.916,14405.679,14805.837,14005.521,12604.969,12204.811,15205.994,14205.6,13805.442,14605.758,14205.6,14205.6,15205.994,15606.152,16006.31,14805.837,15005.916,14805.837,15406.073,14605.758,15205.994,15205.994,15806.231,15005.916,14805.837,15005.916,14605.758,15205.994,14805.837,15005.916,16006.31,15205.994,14005.521,15205.994,16006.31,16206.389,15205.994,15806.231,15606.152,15005.916,15406.073,15005.916,15205.994,15606.152,14805.837,14005.521,13805.442
SUS00015,Gerdau Petersburg Steel Mill,Gerdau Long Steel North America,37.181168, -77.449517,Virginia,25.0,Petersburg,"25801 Hofheimer Way, Petersburg, Virginia 23805, United States",semi-finished; finished rolled,channels; H piling; MC channels; sheet pile; wide flange beams,SRVC,SERC Virginia/Carolina,0.538,Southern,0.382,1000000,19230.769,16613.558,16518.487,16447.185,16875.001,16827.466,17231.516,16637.325,16993.84,17588.03,17469.192,17207.748,16922.537,17635.565,17588.03,17754.403,17683.1,17968.311,17897.009,18229.755,18110.917,18847.713,18705.107,18871.481,18610.037,18657.572,18348.593,19109.157,19085.389,19061.621,19370.6,19061.621,18990.319,19370.6,19275.53,18324.826,18681.34,18443.664,18681.34,18396.128,18253.523,18728.875,18586.269,18562.502,18443.664,18586.269,18705.107,18253.523,17778.171,17683.1,17706.868,17065.142,16803.699
